<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20030509,12.75,12.90,12.70,12.90,625387
20030512,12.90,13.10,12.80,13.00,1116268
20030513,13.00,13.15,12.95,13.10,1574493
20030514,13.05,13.80,13.00,13.80,6074454
20030515,13.75,14.05,13.70,13.95,3343572
20030516,13.95,14.00,13.80,13.85,1586558
20030519,13.70,14.00,13.55,13.90,1635471
20030520,13.80,14.05,13.65,13.75,2502938
20030521,13.70,14.00,13.65,14.00,1474350
20030522,13.95,14.35,13.90,14.00,4540600
20030523,14.00,14.15,13.95,14.05,1553116
20030526,14.00,14.10,13.95,14.00,1276519
20030527,13.90,13.95,13.45,13.55,4370819
20030528,13.70,13.70,13.20,13.45,1977787
20030529,13.40,13.60,13.25,13.30,924703
20030530,13.30,13.50,13.25,13.45,1703318
20030602,13.45,13.45,13.15,13.15,3751272
20030603,13.45,13.65,13.45,13.65,1286375
20030604,13.75,14.10,13.70,13.90,1651646
20030605,13.95,14.00,13.60,13.75,1659733
20030606,13.85,14.00,13.70,13.80,3089906
20030609,13.70,13.85,13.50,13.55,1250966
20030610,13.60,13.60,13.35,13.35,1221051
20030611,13.30,13.45,13.30,13.45,378493
20030612,13.60,13.80,13.60,13.70,763987
20030613,13.70,13.80,13.65,13.70,586650
20030616,13.50,13.65,13.40,13.55,1338580
20030617,13.70,13.75,13.50,13.60,875683
20030618,13.55,13.90,13.50,13.75,2186800
20030620,13.75,14.05,13.75,13.95,2004348
20030623,13.85,13.95,13.75,13.75,1072612
20030624,13.65,13.70,13.50,13.60,1469723
20030625,13.55,13.85,13.55,13.70,1892875
20030626,13.70,13.95,13.65,13.85,1920705
20030627,13.85,13.90,13.65,13.85,949454
20030630,13.70,13.90,13.65,13.70,1993273
20030701,13.65,13.65,13.25,13.30,3740292
20030702,13.45,13.50,13.35,13.45,2067599
20030703,13.50,13.50,13.35,13.40,2159167
20030704,13.45,13.70,13.35,13.65,1493005
20030707,13.85,14.30,13.80,14.30,3303519
20030708,14.20,14.50,14.05,14.10,5028443
20030709,14.05,14.50,14.00,14.45,2110730
20030710,14.35,14.85,14.35,14.50,3497052
20030711,14.45,14.70,14.45,14.60,1873736
20030714,14.65,14.95,14.65,14.95,2459200
20030715,14.95,14.95,14.60,14.65,1833807
20030716,14.65,14.95,14.60,14.65,2499595
20030717,14.50,14.75,14.40,14.50,1022949
20030718,14.45,14.70,14.45,14.65,1273588
20030721,14.75,14.85,14.40,14.55,1592194
20030722,14.50,14.50,14.20,14.25,1901325
20030723,14.25,14.25,13.85,13.85,1512235
20030724,13.90,14.10,13.85,14.10,1168977
20030725,13.95,14.15,13.90,14.10,662778
20030728,14.25,14.55,14.20,14.45,1190742
20030729,14.45,14.95,14.45,14.75,2912664
20030730,14.85,15.25,14.60,14.70,3837126
20030731,14.70,14.85,14.50,14.80,2806419
20030801,14.70,14.90,14.60,14.70,1360774
20030804,14.65,14.75,14.40,14.40,1270858
20030805,14.45,14.60,14.35,14.50,713301
20030806,14.35,14.50,14.30,14.40,1324740
20030807,14.35,14.80,14.35,14.65,1625305
20030808,14.85,15.05,14.65,14.65,2610537
20030811,14.75,14.90,14.60,14.80,1252135
20030812,14.95,15.10,14.80,15.05,2635721
20030813,15.15,15.25,14.75,14.80,3556279
20030814,14.80,15.15,14.75,14.95,1891741
20030818,15.00,15.10,14.75,15.05,2228761
20030819,15.05,15.05,14.75,14.80,2125239
20030820,14.80,15.00,14.65,14.70,1725528
20030821,14.80,15.15,14.75,15.15,2714780
20030822,15.20,16.25,15.20,15.75,5905845
20030825,15.80,16.25,15.55,16.10,2531976
20030826,16.30,16.85,16.30,16.55,3305868
20030827,16.70,17.30,16.60,16.75,5632061
20030828,16.60,16.80,16.40,16.50,2276152
20030829,16.60,17.15,16.10,16.65,6674580
20030901,16.90,17.00,16.40,16.65,3208819
20030902,16.85,16.85,16.45,16.75,3316752
20030903,16.75,16.90,16.50,16.50,5429697
20030904,16.40,16.45,16.10,16.10,1898033
20030905,16.15,16.35,15.60,15.70,2478760
20030908,15.80,15.85,15.35,15.45,2702812
20030909,15.50,15.60,14.95,15.00,3711241
20030910,14.95,15.10,14.60,14.70,4184894
20030911,14.60,15.10,14.55,14.90,2063830
20030912,15.10,15.10,14.60,14.60,2290787
20030915,14.65,14.80,14.40,14.40,1389394
20030916,14.40,14.85,14.40,14.85,1879427
20030917,15.15,15.30,14.90,14.90,2991683
20030918,14.85,14.90,14.40,14.55,1866864
20030919,14.65,14.75,14.20,14.30,2933905
20030922,14.30,14.35,13.60,13.60,2830891
20030923,13.60,13.90,13.55,13.75,1519734
20030924,13.85,14.05,13.75,13.80,2224264
20030925,13.70,14.00,13.65,14.00,1114919
20030926,14.15,14.35,14.00,14.30,1089329
20030929,14.40,14.40,13.95,13.95,675911
20030930,13.85,14.05,13.70,13.70,1526952
20031001,13.70,13.90,13.60,13.60,2589983
20031002,13.85,13.95,13.75,13.95,794708
20031003,14.10,14.10,13.85,14.05,1029321
20031006,14.10,14.50,14.05,14.45,1885563
20031007,14.55,14.75,14.25,14.40,1916138
20031008,14.50,14.70,14.40,14.40,2646400
20031009,14.50,14.90,14.50,14.70,2465839
20031010,14.70,14.90,14.55,14.85,1739787
20031013,15.10,15.10,14.75,14.85,2077123
20031014,14.85,15.00,14.75,15.00,1278390
20031015,15.10,16.10,15.05,15.65,4152138
20031016,15.65,15.80,15.25,15.35,2388834
20031017,15.35,15.45,15.00,15.35,1929175
20031020,15.35,15.40,15.05,15.15,877682
20031021,15.20,15.40,14.75,14.75,1279800
20031022,14.70,14.80,14.45,14.50,1537621
20031023,14.25,14.50,14.25,14.40,1408762
20031024,14.40,14.55,14.20,14.40,1566980
20031027,14.45,14.55,14.00,14.00,1737723
20031028,14.05,14.55,13.85,14.40,3395087
20031029,14.50,14.55,14.20,14.25,2096791
20031030,14.30,14.55,14.15,14.35,1466344
20031031,14.35,14.65,14.10,14.10,2149834
20031103,14.30,14.50,14.15,14.35,1110334
20031104,13.95,14.20,13.85,13.90,4333572
20031105,14.00,14.00,13.80,13.95,3456776
20031106,14.00,14.45,13.95,14.40,2659720
20031107,14.50,14.55,14.20,14.25,1196101
20031110,14.25,14.45,14.15,14.40,679272
20031112,14.35,14.35,14.05,14.05,1781440
20031113,14.35,14.60,14.25,14.25,3512130
20031114,14.30,14.45,14.15,14.25,1830224
20031117,14.05,14.20,13.95,13.95,1605235
20031118,14.05,14.05,13.85,13.85,1843288
20031119,13.75,13.75,13.50,13.60,2781732
20031120,13.80,13.80,13.25,13.35,2944423
20031121,13.50,13.60,13.35,13.60,2008740
20031124,13.70,14.00,13.55,13.85,1909596
20031125,13.95,14.05,13.45,13.45,1222822
20031126,13.50,13.80,13.40,13.50,1910504
20031127,13.55,13.75,13.50,13.65,501498
20031128,13.75,14.05,13.55,14.00,2265878
20031201,14.10,14.35,14.05,14.35,1674316
20031202,14.35,14.40,13.95,14.20,2159129
20031203,14.15,14.30,14.00,14.15,3083356
20031204,14.10,14.20,13.85,13.90,1338321
20031205,13.90,14.10,13.90,13.95,1221212
20031208,13.90,14.20,13.90,14.15,1942021
20031209,14.25,14.70,14.10,14.70,2713286
20031210,14.55,14.75,14.45,14.55,1794295
20031211,14.60,14.75,14.50,14.60,1621393
20031212,14.80,15.35,14.75,15.20,5169938
20031215,15.40,15.50,14.95,15.10,2175424
20031216,15.00,15.00,14.80,15.00,1906060
20031217,15.00,15.10,14.90,15.00,2142437
20031218,14.95,15.10,14.85,15.10,3161076
20031219,15.10,15.30,14.95,14.95,2549763
20031222,14.95,15.05,14.90,15.00,2130409
20031223,15.00,15.20,14.95,15.20,1815343
20031229,15.20,15.25,15.10,15.25,547707
20031230,15.30,15.30,15.15,15.25,860932
20031231,15.15,15.25,15.10,15.15,388829
20040102,15.20,15.50,15.15,15.50,665192
20040105,15.55,16.05,15.55,16.00,1937288
20040106,16.00,16.20,15.80,15.85,2372047
20040107,15.85,16.00,15.65,15.95,1909411
20040108,16.20,16.50,16.10,16.15,4275744
20040109,16.15,16.35,15.90,16.15,2194296
20040112,16.10,16.25,15.95,16.20,1318743
20040113,16.25,16.70,16.20,16.50,1930186
20040114,16.45,16.45,16.00,16.05,1911341
20040115,16.00,16.45,15.75,16.35,2839462
20040116,16.40,16.50,16.05,16.10,1710813
20040119,16.20,16.40,16.10,16.15,819748
20040120,16.30,16.40,16.20,16.30,1117084
20040121,16.35,16.40,16.10,16.10,1466694
20040122,16.35,16.50,16.10,16.40,1120858
20040123,16.40,16.50,16.15,16.20,1421537
20040126,16.20,16.25,16.00,16.15,1270215
20040127,16.25,16.50,16.25,16.40,1500424
20040128,16.05,16.25,15.90,15.95,4010580
20040129,15.85,15.90,15.70,15.75,2803310
20040130,15.85,16.15,15.60,15.90,2415638
20040202,15.95,16.20,15.95,16.10,1796562
20040203,16.10,16.15,15.90,15.95,535263
