<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20030603,46.20,47.00,46.10,46.50,59623
20030604,46.50,47.60,46.00,46.20,86143
20030605,46.30,46.90,46.20,46.20,74161
20030606,46.50,46.80,45.80,46.40,71354
20030609,46.30,46.70,45.60,46.00,58701
20030610,45.80,45.80,45.40,45.60,30338
20030611,45.20,46.50,45.10,46.50,25251
20030612,46.50,46.50,45.80,46.30,66680
20030613,46.40,46.90,46.20,46.40,74787
20030616,46.30,46.60,45.90,46.60,23413
20030617,46.60,46.90,46.50,46.80,39496
20030618,46.80,48.00,46.80,47.70,148152
20030620,48.00,48.70,48.00,48.60,120962
20030623,48.30,48.60,47.50,47.50,10684
20030624,47.30,47.80,45.90,46.10,35127
20030625,46.00,46.90,46.00,46.30,60168
20030626,46.30,46.60,46.10,46.50,28567
20030627,46.70,46.70,46.20,46.40,28349
20030630,46.20,46.30,46.00,46.10,17598
20030701,46.00,46.10,44.90,44.90,65690
20030702,45.00,45.30,44.60,45.30,48405
20030703,45.40,47.00,45.00,46.80,71343
20030704,46.20,47.40,46.10,47.00,78887
20030707,47.10,48.70,46.50,48.50,137073
20030708,48.70,50.70,48.50,48.70,195191
20030709,47.60,50.10,47.60,49.90,335327
20030710,49.90,51.80,49.40,51.50,181359
20030711,51.50,52.70,51.40,52.00,265017
20030714,52.10,54.80,52.10,54.50,131274
20030715,54.70,54.90,53.00,53.70,107470
20030716,53.50,54.50,47.40,52.20,154222
20030717,51.20,52.80,51.20,51.80,128491
20030718,51.60,53.50,51.60,53.50,195901
20030721,53.90,54.00,52.20,53.80,76605
20030722,53.50,53.50,52.80,53.00,28511
20030723,53.00,53.00,51.70,52.10,54254
20030724,52.00,52.60,51.80,52.30,26383
20030725,52.00,52.50,51.60,52.00,29255
20030728,51.60,53.40,51.60,52.10,78438
20030729,52.40,53.00,51.90,52.00,55771
20030730,52.10,52.20,51.60,51.60,11287
20030731,51.60,53.20,51.60,52.90,75753
20030801,52.90,53.40,52.20,52.40,39477
20030804,53.10,53.10,52.50,52.60,15529
20030805,52.20,53.00,51.90,52.60,26930
20030806,52.10,52.70,51.90,52.00,28941
20030807,52.10,54.90,51.30,54.20,124199
20030808,54.00,54.50,53.00,53.60,63536
20030811,53.80,54.00,53.00,54.00,27163
20030812,54.60,55.80,54.10,55.10,122496
20030813,55.00,55.70,54.40,54.60,77328
20030814,54.60,56.20,54.60,55.70,66397
20030818,55.70,56.10,54.90,56.10,52167
20030819,56.10,57.10,55.80,56.90,59351
20030820,56.60,56.70,55.00,55.50,51973
20030821,55.50,56.50,54.90,56.50,93926
20030822,56.50,57.90,56.50,57.90,171236
20030825,57.50,58.00,56.20,57.50,50958
20030826,58.00,59.00,57.60,58.00,48417
20030827,59.00,59.90,59.00,59.80,261412
20030828,59.90,60.50,59.50,60.40,81968
20030829,61.90,62.50,61.30,62.50,59734
20030901,64.00,67.50,63.50,67.50,72534
20030902,68.00,68.10,63.00,66.00,169613
20030903,66.10,66.90,65.10,66.00,194355
20030904,65.00,65.80,64.50,64.50,70179
20030905,63.40,64.00,60.20,60.20,136779
20030908,59.50,60.60,57.20,60.20,83000
20030909,60.60,60.60,56.30,57.10,134423
20030910,57.40,58.40,57.00,57.60,161239
20030911,57.70,59.60,57.50,59.40,136061
20030912,59.70,59.70,58.00,58.00,53741
20030915,58.00,58.50,57.00,57.10,31926
20030916,56.90,58.10,55.20,58.00,100644
20030917,59.00,59.00,56.00,56.90,76566
20030918,56.40,56.40,55.00,55.00,49818
20030919,55.10,55.80,54.00,55.00,84643
20030922,55.00,55.00,52.60,52.60,49300
20030923,52.60,53.80,52.30,53.00,42200
20030924,52.90,53.80,52.90,53.60,55340
20030925,53.00,54.40,52.90,53.40,107177
20030926,54.10,55.50,53.80,55.40,45187
20030929,55.90,55.90,54.10,55.30,16362
20030930,54.30,54.70,53.40,53.60,28199
20031001,53.90,54.20,53.10,53.50,77010
20031002,53.90,53.90,53.40,53.80,71600
20031003,54.20,54.90,53.60,54.60,57725
20031006,54.90,55.30,54.30,54.80,74436
20031007,55.70,57.70,55.10,57.00,262530
20031008,58.00,59.40,57.90,58.00,157111
20031009,57.90,59.20,57.50,58.00,158380
20031010,57.70,58.50,56.50,58.00,52362
20031013,57.90,57.90,54.20,54.70,164054
20031014,54.50,55.60,53.30,55.00,231171
20031015,54.60,56.00,54.60,54.60,122573
20031016,54.60,54.60,53.00,53.00,118725
20031017,53.00,53.40,50.50,50.90,99373
20031020,50.90,52.10,50.30,50.60,62707
20031021,51.30,51.30,47.10,47.30,133710
20031022,47.50,48.90,47.20,47.30,373618
20031023,46.90,49.00,45.80,48.30,219891
20031024,48.60,48.70,46.50,48.50,200848
20031027,48.90,49.20,47.20,48.00,131554
20031028,48.50,48.70,47.20,48.50,145273
20031029,49.20,49.20,48.30,48.60,128791
20031030,48.90,50.80,48.40,50.00,221534
20031031,50.00,50.50,49.60,49.60,64432
20031103,49.60,50.00,48.30,48.50,81713
20031104,48.80,48.80,47.70,47.80,23655
20031105,47.80,48.30,47.10,47.40,31472
20031106,47.00,47.00,46.40,46.60,157375
20031107,47.00,47.00,46.10,46.20,63048
20031110,46.60,46.60,45.90,46.00,44055
20031112,46.80,46.90,45.60,46.10,126703
20031113,46.60,46.90,45.90,45.90,189705
20031114,46.10,46.40,45.60,45.60,118441
20031117,45.30,45.30,44.20,44.70,145927
20031118,44.70,44.90,43.50,43.70,123333
20031119,43.50,43.90,43.10,43.10,121624
20031120,43.50,43.60,42.00,42.20,141076
20031121,42.50,43.80,42.50,43.60,113854
20031124,43.70,44.40,43.40,43.80,132405
20031125,43.90,44.00,42.70,42.90,58475
20031126,42.90,43.80,42.80,43.30,49313
20031127,43.80,44.40,43.20,44.20,135212
20031128,44.30,44.70,43.40,43.80,72696
20031201,44.10,46.00,44.10,46.00,116786
20031202,46.10,46.50,45.50,45.90,99894
20031203,46.00,46.80,45.60,46.60,46385
20031204,46.40,46.40,44.10,45.50,37823
20031205,45.40,45.80,44.60,45.30,37879
20031208,45.00,46.90,44.50,46.90,43670
20031209,46.80,47.50,46.40,47.00,61303
20031210,46.50,46.50,45.50,46.00,20533
20031211,46.20,48.30,46.20,48.00,127731
20031212,48.50,51.00,48.30,50.40,241638
20031215,50.80,51.80,49.90,49.90,110791
20031216,49.90,49.90,49.20,49.60,88327
20031217,49.50,49.60,49.30,49.40,27457
20031218,49.50,50.50,49.20,50.10,136096
20031219,49.60,50.10,48.70,49.60,72002
20031222,49.00,49.90,49.00,49.50,31579
20031223,49.60,50.30,49.40,50.00,42916
20031229,50.00,50.00,49.50,50.00,15107
20031230,50.00,50.80,50.00,50.80,40365
20031231,50.90,51.90,50.70,51.10,38627
20040102,50.80,52.10,50.80,52.00,108748
20040105,52.30,54.40,52.20,54.10,153059
20040106,54.40,54.50,52.50,53.40,60299
20040107,53.90,53.90,52.00,53.10,106597
20040108,54.00,54.30,53.20,53.20,89366
20040109,53.20,53.20,50.30,51.50,171136
20040112,51.70,51.70,49.60,51.50,78733
20040113,51.80,52.80,51.30,52.40,120334
20040114,52.00,52.50,51.40,52.00,60342
20040115,51.30,52.60,51.30,52.50,76889
20040116,52.60,52.80,51.80,52.00,63711
20040119,52.00,52.60,51.10,51.50,60292
20040120,51.50,51.90,50.10,50.10,40778
20040121,50.60,51.00,50.00,50.50,38199
20040122,50.70,51.50,50.10,51.20,56662
20040123,51.40,52.30,51.00,51.50,131533
20040126,51.40,51.40,50.50,51.00,24560
20040127,50.90,51.00,50.40,50.50,71811
20040128,50.00,50.00,47.50,48.00,169988
20040129,47.20,47.80,46.90,47.00,118826
20040130,47.50,47.50,46.50,46.70,76145
20040202,46.90,46.90,46.60,46.60,48465
20040203,46.60,46.90,45.50,45.90,53421
