<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20030530,13.40,13.70,13.30,13.60,454963
20030602,13.80,13.80,13.40,13.45,478726
20030603,13.50,13.55,13.35,13.55,105128
20030604,13.50,13.90,13.50,13.85,378847
20030605,13.85,13.95,13.70,13.70,383865
20030606,13.80,14.00,13.80,13.90,254463
20030609,13.85,13.90,13.70,13.90,239456
20030610,13.75,13.85,13.55,13.55,147988
20030611,13.55,13.60,13.40,13.55,191243
20030612,13.60,14.05,13.60,13.90,467361
20030613,13.95,14.10,13.85,14.00,89496
20030616,13.90,14.00,13.80,14.00,549960
20030617,14.00,14.15,14.00,14.05,186561
20030618,14.10,14.80,14.10,14.50,1020220
20030620,14.45,14.65,14.45,14.45,320384
20030623,14.40,14.65,14.40,14.50,169619
20030624,14.30,14.45,14.10,14.30,511586
20030625,14.40,14.70,14.40,14.70,536191
20030626,14.65,14.75,14.55,14.65,235659
20030627,14.65,14.70,14.35,14.35,92446
20030630,14.35,14.55,14.30,14.35,243713
20030701,14.25,14.30,13.85,13.85,833861
20030702,13.90,14.15,13.80,13.85,481606
20030703,14.00,14.00,13.75,13.85,446523
20030704,13.85,13.95,13.60,13.95,689208
20030707,14.10,14.45,13.75,14.20,862462
20030708,14.10,14.45,13.80,14.00,883488
20030709,14.00,14.25,13.90,14.15,434063
20030710,14.30,14.65,14.15,14.55,1528140
20030711,14.60,14.65,14.30,14.40,289535
20030714,14.50,14.60,14.35,14.40,688720
20030715,14.50,14.60,14.35,14.55,508180
20030716,14.55,14.90,14.55,14.85,420639
20030717,14.80,15.70,14.80,15.40,1030138
20030718,15.40,15.65,15.35,15.55,430533
20030721,15.60,16.00,15.50,15.90,395226
20030722,15.90,15.90,15.50,15.65,346832
20030723,15.65,15.65,15.25,15.30,523766
20030724,15.30,15.40,15.05,15.40,362674
20030725,15.35,15.85,15.20,15.85,481809
20030728,15.95,17.20,15.95,17.00,807790
20030729,17.30,17.75,17.10,17.45,590348
20030730,17.40,17.55,17.05,17.10,666562
20030731,17.10,17.20,16.80,17.10,398154
20030801,17.00,17.20,16.85,17.00,369413
20030804,16.90,17.00,16.80,16.90,106865
20030805,16.95,16.95,16.40,16.75,328671
20030806,16.50,16.55,16.35,16.40,388638
20030807,16.35,16.75,16.10,16.75,539669
20030808,16.90,17.15,16.75,16.75,419042
20030811,16.75,17.05,16.75,16.95,302479
20030812,17.10,17.65,17.05,17.50,818416
20030813,17.50,17.65,17.45,17.60,1369863
20030814,17.55,18.40,17.55,18.25,767820
20030818,18.30,18.40,17.75,18.25,609504
20030819,18.30,19.00,18.25,19.00,694142
20030820,19.00,19.20,18.55,19.00,835344
20030821,19.00,19.30,18.95,19.30,604176
20030822,19.35,21.50,19.35,20.50,1639436
20030825,20.40,21.20,20.20,20.20,873278
20030826,20.40,21.50,20.40,20.50,1387297
20030827,20.70,21.30,19.80,19.95,2210748
20030828,20.20,20.20,19.35,19.55,1329417
20030829,19.70,20.70,19.70,20.60,1134433
20030901,21.00,21.70,20.80,21.60,556032
20030902,22.00,22.00,21.10,21.40,1154937
20030903,21.60,22.10,21.40,21.70,1403936
20030904,21.10,21.70,21.10,21.30,1142974
20030905,21.20,21.20,20.50,20.80,742101
20030908,21.00,21.00,19.90,20.50,1306930
20030909,20.70,20.70,19.75,19.85,1139879
20030910,19.75,19.90,19.00,19.05,1103719
20030911,18.80,19.75,18.80,19.60,986736
20030912,20.00,20.10,19.30,19.35,551416
20030915,19.65,19.65,19.30,19.40,170870
20030916,19.60,20.10,19.50,20.00,574197
20030917,20.70,20.70,19.80,19.80,434650
20030918,19.45,19.95,19.45,19.95,241148
20030919,20.10,20.50,19.85,20.40,575058
20030922,20.10,20.10,19.80,19.85,334621
20030923,19.85,20.30,19.75,20.30,152277
20030924,20.20,20.50,19.95,19.95,366340
20030925,19.80,20.10,19.70,20.00,133423
20030926,20.20,20.70,20.00,20.30,186948
20030929,20.60,20.70,20.20,20.20,90900
20030930,19.85,20.20,19.60,19.60,557554
20031001,19.50,19.95,19.50,19.80,359228
20031002,20.00,20.10,19.80,19.90,214791
20031003,20.00,20.50,19.80,20.50,1798284
20031006,20.60,21.70,20.40,21.60,843282
20031007,22.00,22.20,21.40,21.60,682836
20031008,22.00,22.30,21.70,22.00,947509
20031009,22.10,23.20,22.10,23.00,706921
20031010,23.00,24.10,22.80,23.70,702995
20031013,24.30,24.60,23.80,24.00,766758
20031014,24.00,25.30,23.70,25.30,701551
20031015,26.00,27.40,25.80,26.80,1511799
20031016,26.90,26.90,25.60,26.10,842196
20031017,26.00,26.10,23.30,25.70,738093
20031020,25.50,25.70,25.20,25.40,164731
20031021,25.40,25.90,24.90,25.10,454632
20031022,24.70,25.20,24.20,24.50,499760
20031023,23.80,24.50,23.80,24.50,593353
20031024,24.30,24.40,23.60,23.80,213618
20031027,23.80,24.00,23.20,23.40,289157
20031028,23.40,24.20,23.20,24.20,922090
20031029,24.60,25.60,24.30,24.30,860330
20031030,24.70,25.80,24.70,25.70,1279701
20031031,25.50,26.00,25.30,25.90,638301
20031103,26.00,26.90,25.70,26.40,484949
20031104,26.50,26.50,24.70,24.70,1262355
20031105,25.00,25.20,24.20,24.60,495041
20031106,24.70,25.50,24.70,25.30,261959
20031107,25.40,25.80,25.20,25.30,280324
20031110,25.30,25.80,25.10,25.80,121458
20031112,25.90,25.90,24.90,24.90,843587
20031113,25.30,25.40,24.60,24.60,875591
20031114,24.80,24.90,24.60,24.70,296479
20031117,24.30,24.30,23.60,23.70,495663
20031118,23.70,23.70,22.90,23.00,688784
20031119,22.40,22.50,21.80,21.80,1084930
20031120,22.10,22.30,20.70,21.20,791575
20031121,21.60,22.70,21.20,22.70,762976
20031124,23.00,23.40,22.40,22.90,437912
20031125,23.10,23.10,22.00,22.00,264393
20031126,22.20,23.10,21.90,22.40,437970
20031127,22.50,22.80,22.50,22.70,125441
20031128,22.90,23.00,22.60,22.60,628655
20031201,23.00,24.30,23.00,24.30,533277
20031202,24.50,25.10,24.20,24.80,648800
20031203,24.80,24.90,23.90,24.80,428776
20031204,24.60,25.00,24.20,24.40,238200
20031205,24.20,24.70,24.10,24.40,349090
20031208,24.40,25.20,24.20,25.20,833277
20031209,25.30,25.80,25.20,25.30,778137
20031210,25.00,25.70,24.80,25.60,331009
20031211,25.60,25.80,25.20,25.60,369772
20031212,25.70,26.10,25.20,25.50,949359
20031215,25.60,25.90,25.60,25.80,449324
20031216,25.60,26.20,25.30,26.20,456265
20031217,26.10,26.10,25.60,25.70,450670
20031218,25.60,25.90,25.40,25.80,366253
20031219,25.80,26.00,25.70,25.90,531448
20031222,25.80,25.90,25.50,25.70,156482
20031223,25.70,26.10,25.70,26.00,332060
20031229,25.90,26.20,25.70,26.20,186250
20031230,26.40,26.50,26.30,26.40,242862
20031231,26.30,26.50,26.10,26.20,63815
20040102,26.30,28.00,26.30,28.00,343529
20040105,28.10,29.80,28.10,29.60,695770
20040106,29.50,30.00,28.60,29.00,633889
20040107,29.10,29.50,28.80,29.40,594545
20040108,29.40,29.70,28.00,28.50,1136339
20040109,28.60,29.10,28.40,28.50,618024
20040112,28.40,29.20,28.30,29.20,254588
20040113,29.30,30.20,29.10,29.50,794052
20040114,29.30,29.30,28.50,28.80,565747
20040115,28.70,29.40,28.30,29.10,213229
20040116,29.10,29.20,28.10,28.20,512985
20040119,28.30,28.90,28.30,28.70,170300
20040120,29.10,29.30,28.80,29.00,572435
20040121,28.90,29.10,28.70,28.70,236740
20040122,28.90,29.70,28.60,29.40,607516
20040123,29.30,29.90,29.00,29.20,650791
20040126,29.00,29.20,28.90,28.90,218068
20040127,29.00,29.10,28.70,28.70,326599
20040128,28.40,28.60,27.80,27.90,592661
20040129,27.50,29.10,27.50,28.70,587458
20040130,29.00,30.00,28.90,29.50,1129499
20040202,29.60,31.50,29.60,31.40,1043536
20040203,31.60,31.80,30.00,30.10,692336
